key	word	type	en	crum	quality	added	updated	created_by	updated_by	dawoud-pages	notes	senses	override-type	crum-last-page	sisters	antonyms	homonyms	greek-sisters	categories	TODO
41	(S) He,Hee,Hhe (Sa) Hhie (A) Heeie (A,sA) Heie (Sa) Haeie (Sa,B) Hei (B) Hhi (Sf,F) H$^h^$hi (F) H$^e^$ei (S) He= (S) Hhu+ (B) Hiwout+	2	{intr:} |$ fall /$gk: [[piptein]]$/ |$ light upon, find /$gk: [[euriskein, tugxanein]]$/	637a	7	2009-09-14	2010-05-06	vagrant	vagrant	658a-659b		{"1": "fall", "2": "light upon, find"}			2058; 2127; 1191; 1679					
42	(S,B,F) peJe- (A,sA) paJe- (O) petSa-,peSa-	2	what ... saith |$ say (+ suff S) |$ (with initial [m-]) |$ (with following nn) |$ (mostly + [Je-]) |$ (c [n-]) |$ (c [eHoun Hn-] S,F, more emphatic or formal than [n-]) |$ (gk [[eipein, legein]])	285a	8	2009-09-14	2010-07-06	vagrant	vagrant	293a-293b		{"1": "say"}			39; 36; 113; 60					
43	(S,sA) lo (S,F) la (S,sA) **alok,alwtn (S,sA) ** ****alo	2	{intr:} |$ cease, stop /$gk: [[pauein, kopazein, afistanai]]$/ |$ cease, be ended, healed, (of sickness) /$gk: [[iasqai, ugiazein]]$/ |$ (followed by coordinated vb), cease (to do, be) | {tr /*refl ?*/:}	135a	8	2009-09-14	2012-04-02	vagrant	vagrant	125b-126b		{"1": "cease", "2": "heal"}								
44	(S,sA) Sphre (B) Sfhri (F) Sphri	22	wonder, amazement /$gk: [[qauma, teras, shmeion]]$/ | do wonders (c [eire, iri]) | (as adj), wonderful	581a	8	2009-09-14	2010-08-10	vagrant	vagrant	597a-597b		{"1": "wonder, amazement"}			285; 2267; 1158				concept	
45	(S) Stortr (sA) Startr (A) Qtartre,Startre$* (B) Sqorter (F) Staltel,Starter (S) Strtr- (B) Sqerter- (S) Strtwr= (A) Qtrtwr= (B) Sterqwr= (S) Strtwr+ (sA) Strtart+ (sA) Htertart+ (A) Qtertart+ (B) Sterqwr+	2	{intr:} be disturbed, troubled, in haste /$gk: [[tarassein, qorubeisqai, spoudazein]]$/ | | {qual:}  /$gk: [[qorubeisqai]]$/ | {tr:} disturb, cause to hasten /$gk: [[tarassein]]$/	597b	8	2009-09-14	2010-08-11	vagrant	vagrant	571a-571b,594b-595a		{"1": "disturb"}			1504; 213; 982					
46	(S,A,sA) Sine (B,F) Sini (F) Si$^ni^$ (S,B) Sen- (S,F) Sent- (sA) Sn- (S,A,sA) Snt= (B,F,O) Sen= (F) Sent=	2	{intr:} seek, ask /$gk: [[punqanesqai, episkeptesqai, zhtein, erwtan]]$/ | {tr:} |$ /$gk: [[erwtan, ejetazein]]$/ |$ greet	569a	7	2009-09-14	2010-04-29	vagrant	vagrant	575a-575b,575b-576a		{"1": "ask", "2": "seek", "3": "greet"}			60; 329					
47	(S,A,sA,F) Gine (B) Jimi (F) Gimi,Gini,Jini (S,A,sA,F) Gn- (S,F) Gen- (S) kn-,Gin- (Sf) Gm- (B) Jem- (F) Jin- (S,A,sA) Gnt= (S,F) Gent= (S) knt=,Ghnt=,gn= (B) Jem= (F) Ght=,Jint=,Gn=,Ghn=	2	{intr:} find /$gk: [[euriskein]]$/ | {tr:}  /$gk: [[euriskein, sumbainein, prospiptein, tugxanein]]$/	820a	8	2009-09-14	2010-08-15	vagrant	vagrant	748a-748b,738a,804a		{"1": "find"}								
48	(S,A,sA,B,F,O) thr= (F) thl= (O) ter=	6	(adj with suff), all, whole, every /$gk: [[apas]]$/	424a	6	2009-09-14	2010-02-23	vagrant	vagrant	452a-452b		{"1": "all"}			1183					
49	(S,A,sA,B,F) swk (B) swki (S,A,F) sk- (S,sA,B,F) sek- (S,sA,F) sak- (B) sok- (S,B) sok= (A,F) sek= (Sf,sA,F) sak= (S) shk+ (S) ^sak-	2	{intr:} flow (as water, hair), blow (as wind, smoke, generally) move on swiftly, glide, (also) draw, be drawn /$gk: [[elkein, pararrein, surein, feresqai]]$/ | {tr:} |$ draw, beguile, gather, impel /$gk: [[elkein, efelkein, elaunein]]$/ |$ protract (the fast), fast (S,B) | (refl S,sA,B), draw aside, induce /$gk: [[ekklinein, feresqai]]$/	325a	7	2009-09-14	2010-04-09	vagrant	vagrant	403b-407a,407a,354a-355a,355a		{"1": "flow as water", "2": "flow as hair", "3": "blow as wind, smoke", "4": "glide", "5": "draw", "6": "beguile", "7": "gather", "8": "impel", "9": "protract the fast", "10": "draw aside", "11": "induce"}			1833; 1396; 982; 407; 315; 1671; 361; 2520					
50	(S,A,O) pe (B) fe (A,F) ph (S,sA) *phue (A) *phoue (B) *fhoui (F) *phoui	4	heaven, sky /$gk: [[ouranos]]$/ | | (adjectival phrases) | (compounds) | (with preposition) | (with m art + prep [e-])	259a	8	2009-09-14	2010-06-23	vagrant	vagrant	491a		{"1": "sky", "2": "heaven"}				108; 267			astronomy	
51	(S,A,sA,B,F) Halht (A) alht (S) *Hala$^a^$te (A,sA) *Halete (A) *Haleete (A,F) *HaleT (B) *HalaT	1	flying creature, bird /$gk: [[orneon, ornis, peteinos]]$/	671b	6	2009-09-14	2010-03-23	vagrant	vagrant	649b		{"1": "bird", "2": "flying creature"}			2142; 2758				species	
52	(S,A,sA) tbt (S) thbt,thFt (B) tebt (F) tubt,thbet	1	fish /$gk: [[ixqus]]$/ | catch fish | fish-catcher | fish-monger	401b	6	2009-09-14	2010-02-20	vagrant	vagrant	446a		{"1": "fish"}			84				species	
53	(S,sA,F) Houn (A) Qoun (B) Koun (O) xoun	1	inward part (/*rarely except as advb or + prep*/) /$gk: [[eswteron]]$/	685b	8	2009-09-14	2010-08-12	vagrant	vagrant	642b		{"1": "inward part"}			372; 2103				direction	
54	(S,A,sA,B,F,O) bwl,bel-,bol=,$^bal=^$,bhl+ (S,A,sA,B,F,O) ^bal-	2	loosen, untie, (mostly tr) /$gk: [[luein]]$/ | melt | unstring | interpret, explain (scriptures, dreams &c) /$gk: [[diermhneuein]]$/ | be softened, persuaded | weaken, make faint | nullify (order, deed) | dissolve, destroy | pay	32a	8	2009-09-14	2010-06-02	vagrant	vagrant	26a-27b		{"1": "loosen, untie", "2": "melt", "3": "unstring", "4": "interpret, explain", "5": "be softened, persuaded", "6": "weaken, make faint", "7": "nullify", "8": "dissolve", "9": "destroy"}			614; 328 #drv2538; 139 #drv4236; 1208; 1889; 650 interpret; 856; 1802; 1124 vomit					
55	(S,F) sooun (A,sA) saune (sA) snouwn (B) swoun,swounou (F) saoun,saou,souei (NH) sooune *^<a href=ext codex II - The Apocryphon of John;106;11;10;ntoF gar oukake natsooune pe;codex II - The Book of Thomas the Contender;112;138;18;aFouw on eFJi sooune apbaqos mpthrF">Ext</a>^* (S) soun-,soum- (S,A,sA,B,F) souwn- (S,B,F) souen- (S,A,sA,B,F) souwn= (sA) seouwn=,snouwn="	2	{intr:} know /$gk: [[eidenai, epistasqai, ginwskein]]$/ | {tr:} |$ /$gk: [[ginwskein]]$/ |$ know (sexually) |$ (with [Je-]) |$$ {intr:} |$$ {tr:} 	369b	8	2009-09-14	2011-01-14	vagrant	vagrant	410b-411b		{"1": "know", "2": "know sexually"}		371a	56; 2875					
56	(S) eime,eimme (A,sA) mme (B) emi (F) eimi,imi (O) emi,mmi	2	{intr:} know, understand |$ (without obj) /$gk: [[ginwskein, eidenai, suneidenai, sunienai, manqanein, noein]]$/ |$ (+ [Je]) |$ (with ethic dat) |$ (direct obj, as if constr /*rare ? incorrect*/) |$ (obj with [e-]) |$ (with [etbe-]) |$ (with [n-] B /*rare*/)	77b	8	2009-09-14	2010-10-20	vagrant	vagrant	35b-36a		{"1": "know"}			55; 2875; 1594					
57	(S,A,sA) eiwt (S,B,F) iwt (O) iout (S) *eiote (A,sA) *eiate,eiaT (B) *ioT (F) *eiaT (S) eit-$	1	father /$gk: [[pathr, goneus]]$/ | (title of abbot, head of congregation)	86b	6	2009-09-14	2010-01-29	vagrant	vagrant	87b		{"1": "father", "2": "(title of abbot, head of congregation)"}			220; 20; 174; 1905; 1919		744		person	
58	(S,A,sA,B) Hko (S,B) eHko (F) Hka,Hika (S) Hkaeit+,Hkoeit+,Hokr+ (A,sA) Hkeet+ (sA) Hkeit+ (B) Hoker+ (F) Hakel+	2	{intr:} be hungry /$gk: [[peinan]]$/	663b	8	2009-09-14	2010-08-12	vagrant	vagrant	684b,693a		{"1": "be hungry"}			175	307				
59	(S) Jna$^a^$u (S,A) Jno (B) Gnau,GnauH	2	{intr:} delay /$gk: [[ruqmizein]]$/	776a	8	2009-09-14	2010-08-15	vagrant	vagrant	810b,753a,796a-796b		{"1": "delay"}			1824; 322	14	1941; 191			
60	(S,A,sA,F,O) Jnou (S) Jinou,Jno (B) Gnou (F) Jena$$ (S,sA) Jne- (S,F) Jnou- (S) Jn- (S,A,sA,F) Jnou= (Sa) Jnau= (B) Gnou= (S) Jinou= (Sf,F) Jenou= (S) Jenouou= (F) Jinouou=	2	{tr:} |$ ask, question, require /$gk: [[erwtan, ejetazein, zhtein]]$/ |$ tell, say	774b	8	2009-09-14	2010-08-14	vagrant	vagrant	811b-812a,754a-754b		{"1": "ask, question", "2": "require", "3": "tell, say"}			39; 42; 36; 113; 46					
61	(S,A,F,O) koui (sA) kouei (B) kouJi (F) kouGi (NH) koouei *^<a href=ext codex II - The Apocryphon of John;106;25;20;ouduskolon gar pe eGolpou ebol nHnkoouei">Ext</a> ?^* (S,F) kou- (F) ka-,ko-"	22	small person or thing, young person /$gk: [[mikros, oligos, nhpios]]$/ | (adjective) |$ small |$ few |$ young | (advb) |$ [nouk.], a little /$gk: [[mikron, oligon]]$/ |$ [pkek., kek], yet a little |$ [mnnsaouk.], after a little |$ [Ha-, Ka-, Hiqh nouk.], a little before |$ [Satnouk.] (S mostly [para]), almost |$ [pros  ouk.], for a little |$ [kata k.], occasionally |$ [koui koui, nk. k.], little by little	92b	6	2009-09-14	2011-01-14	vagrant	vagrant	106a-107a		{"1": "small", "2": "few", "3": "young"}			62; 2373	88; 1853				
62	(S,sA,B,F,O) Shm (S) Sm (Sa) Hhm,Hm (A) Qhm	3	small person, thing, quantity /$gk: [[mikros, oligos]]$/ | (as adj), small, few, young, humble | (iterated), little by little /$gk: [[kat oligon, kat mikron]]$/	563a	6	2009-09-14	2010-03-10	vagrant	vagrant	567b-568a		{"1": "small", "2": "few", "3": "young", "4": "humble", "5": "(iterated) little by little"}			61; 2122; 2373; 226					
63	(S,sA) Hllo (A) Qllo (sA) Hello (B) Kello (F) Hel$^l^$a,Hl$^l^$a (S) ****Hllw (S,Sa) ****Hllou (A) ****Qllou (B) ****Kellw (S) *Hlloi (A) *Qlla$^e^$i (sA) *Hllai (B) *Kelloi (F) *Helloui	3	old person (opp  [HrSire, KelSire]) /$gk: [[presbuths, gerwn]]$/ | (as adj, before nn)	669b	6	2009-09-14	2010-11-14	vagrant	vagrant	632b		{"1": "old person"}				1965			person	
64	(S,sA,F) Hoou (Sa,A,sA) Hooue (A) Hwoue (B) eHoou (F) Ha$^o^$u (Sf,F) Haa$^o^$u (S,A,F) Hou- *^[Houmise]^* (A,sA) *Hreu	1	day /$gk: [[hmera]]$/	730a	7	2009-09-14	2010-05-10	vagrant	vagrant	48b-49a,695b		{"1": "day"}			211; 2315; 427; 95	2616	682		time	
65	(S,sA) saSF (A) saQF (S) seSF (B) SaSF (F) SeSb (NH) soSF *^<a href=ext codex II - The Hypostasis of the Archons;109;91;27;ouon nim etnamouout nkaein Fnabwl ebol nsoSF nJi kba;codex II - On the Origin of the World;110;101;23;a  soSF ouwnH ebol Hm pxaos nHout  sHime;codex II - On the Origin of the World;110;123;4;pisoSF gar narxwn ntarounoJou ebol Hn noumphue epitn eJm pkaH">Ext</a>^* (S,sA) ****saSFe (Sa) ****saHbe (sA) ****saHFe (A) ****saQFe (O) ****sasfe,sasfi (NH) ****soSFe *^<a href="ext codex II - On the Origin of the World;110;102;1;naei ne tsoSFe ndunamis ntsoSFe mpe mpxaos">Ext</a>^*"	10	seven /$gk: [[epta]]$/	378a	6	2009-09-14	2012-03-02	vagrant	vagrant	555a		{"1": "seven"}			68; 119; 132; 2064; 1664; 1508; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165				number	
66	(S,A,sA) *HaH	3	many, much /$gk: [[polloi, polu]]$/ | (as adj) /$gk: [[polus]]$/	741b	6	2009-09-14	2010-03-27	vagrant	vagrant	654a-654b		{"1": "many, much"}			1134; 317					
67	(S,sA) Hae (S) Ha$^e^$ih (S,Sf) Haie (A) Qae (B) Kae,Kaie (Sf,F) Hah (S,sA,F) ****Hah (S) ****Hae (A) ****Qa$^e^$i,Qaiei (B) ****Kah,Kaih (F) ****Haih (NH) ****HaHh,*^in^* qaHh *^<a href=ext codex II - The Gospel of Thomas;107;36;11;atetnGwlp gar ebol  ntarxh Jekaas etetnaSine nsa qaHh Je Hm pma ete tarxh mmau eqaHh naSwpe mmau;codex XIII - Trimorphic Protennoia;158;42;20;Tnatamoou aqaHh mpaiwn etnaSwpe">Ext</a>^* (S) *Hae$^e^$u,Haeou (S,sA) *Ha$^e^$eue (sA) *Haeoue (A) *Qae$^o^$ue (B) *Kaeu (F) *Hahou,Haihu"	3	(properly adj, so), last thing, end /$gk: [[esxatos]]$/ | (adj), last |$ (before nn) |$ (after nn)	635a	6	2009-09-14	2011-01-14	vagrant	vagrant	627b-628b,628b,628b,628b		{"1": "last", "2": "end"}			2617	2325; 14; 227			direction	
68	(S) oua (Sf,A,sA,F,O) oue (sA,F) ouee,ouei (sA,F) oueei (B,O) ouai (F) ouaiei (S,B,F) ****ou$^e^$i (S) ****oueia (S,A,sA) ****ou$^e^$ie (B) ****oui	13	one, someone /$gk: [[eis, tis, eteros]]$/	469a	6	2009-09-14	2010-03-01	vagrant	vagrant	240b-241b		{"1": "one", "2": "someone"}			119; 132; 2064; 1664; 1508; 65; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165; 100; 1553; 1251; 69; 2325; 14				number	
69	(S,A,sA,B,F) ouwt (S,sA) ****ouwte	6	single, alone, any, one & same /$gk: [[eis, o autos, omoios]]$/ | (f S,sA) | (without [n-] S)	494a	6	2009-09-14	2010-12-23	vagrant	vagrant	273a-273b		{"1": "single, alone", "2": "same"}			68		697			
70	(S,A,sA) mto (B) mqo,emqo (F) mta,emta	1	face, presence /$gk: [[enanti, apenanti]]$/	193a	6	2009-09-14	2010-02-04	vagrant	vagrant	153b,180b,35b,183a		{"1": "face, presence, front"}			2364; 71	1306; 1080			direction	
71	(S,A,sA,B,O) Ho (S,Sf,A,sA,F,O) Ha (S,A) Hw (S) Ha- (S,B,O) Hra= (A,sA,B,F) Hre= (F) Hle= (O) Kra=	1	face /$gk: [[proswpon, ocis, morfh]]$/ | side, edge	646b	6	2009-09-14	2010-03-20	vagrant	vagrant	690b-691b		{"1": "face", "2": "side, edge"}			70; 1688; 522; 2364; 308; 12; 313; 393; 116; 155; 2239; 19 #drv3640; 93 #drv313; 1349 #drv1643; 2227		925; 2118; 2112; 2117; 2244		anatomy	
72	(S,F) laau (S,A,sA) laaue,laue,laoue (F) lauei,laui	3	(used as pronoun, mostly = B [Hli], sometimes F [laps, lapT]) | (positive), anyone, anything, something | (with Coptic neg) |$ (/*not*/) any |$ ([kel.], /*not*/) any other |$ (adj + [n-], /*not*/) any one, anything | (negative), no one, nothing | (adj following noun S,sA), any | ([l., nl.] advb, /*not*/) at all	146a	6	2009-09-14	2010-02-02	vagrant	vagrant	117b-118b		{"1": "anyone", "2": "anything", "3": "something", "4": "no one", "5": "nothing", "6": "any", "7": "at all"}			2148					
73	(S,A,sA,B,F) ouwnH (sA) ouwneH (S,F) ouwnaH (S) ouenH- (Sa) ouaneH- (S,B) ouonH= (A,sA,F) ouanH= (sA) ouaneH= (S,B) ouonH+ (Sa,A,sA) ouanH+ (F) ouan$^a^$H+ (sA) ounhH+	2	{intr:} (/*mostly B*/), reveal, be revealed, appear /$gk: [[fainein, faneros einai]]$/ | {tr:} show, make clear /$gk: [[fainein, gnwrizein, omologein, parrhsiazein, deiknunai]]$/	486a	8	2009-09-14	2010-08-06	vagrant	vagrant	270b-271b		{"1": "reveal, show, make clear", "2": "appear, be revealed"}			27	37; 832				
74	(S,sA,B,F,O) ouwS (S,sA) ouwSe (A) ouwQe (Sa) ouSe$* (F) oueS$* (S,B,F) oueS- (sA,F) ouS- (S,sA,B) ouwS- (A) ouwQ- (B,F) ouaS- (Sf,F) oueSe- (S,sA,B,F,O) ouaS= (S) ouoS= (A) ouaQ= (F) oueS=	2	{intr:} |$ desire, love /$gk: [[qelein, boulesqai, eudokein]]$/ |$ (as imperative), be pleased to (S) /$gk: [[qelhson]]$/ | {tr:} /$gk: [[qelein, agapan, filein]]$/	500a	8	2009-09-14	2012-04-01	vagrant	vagrant	277a-278a		{"1": "desire", "2": "love"}			489; 2024; 169					
75	(S,A,sA,B,F) Slhl (S) Sll	2	{intr:} pray /$gk: [[euxesqai]]$/	559a	7	2009-09-14	2010-04-29	vagrant	vagrant	579a-579b		{"1": "pray"}			12; 313					
76	(S,A,sA,B,F) ouwm (S) ouoom (O) ouoim (S,B) ou$^e^$m- (S,A,B) ouwm- (F) ouam- (S,B) ouom= (S) ouoom= (Sa,A,sA,F) ouam= (S,B,F) ^ouam-	2	{intr:} eat, bite /$gk: [[esqiein, bibrwskein, trwgein]]$/ | {tr:} |$ /$gk: [[esqiein, bibrwskein, daknein, qhlazein]]$/ |$ swallow, submit to (S) | (c [Hht] S,B), repent /$gk: [[metanoein]]$/ | (p c), eater	478a	8	2009-09-14	2010-08-05	vagrant	vagrant	268a-268b,268b-269a		{"1": "eat", "2": "bite", "3": "swallow", "4": "submit to"}			1498; 2245; 2386; 720; 1304; 954; 1812					
77	(S) Gol (Sf,A,sA,F) Gal	22	(/*f rare*/), lie, liar /$gk: [[ceudos, ceusths]]$/ | (as adj) /$gk: [[ceudos, ceudhs]]$/	806b	6	2009-09-14	2010-03-31	vagrant	vagrant	814a-814b		{"1": "lie", "2": "liar"}			1230		2520; 2521		concept	
78	(S) moste (A,sA) maste (B) mosT (F) masT (S,B) meste- (A) mste- (F) mestw- (S,A,B) mestw= (S) ^mast- (B) ^maste- (S) ^meste-	2	{tr:} hate /$gk: [[misein, bdelussein]]$/ | (p c), hater of	187a	6	2009-09-14	2010-02-04	vagrant	vagrant	166a,146a,139a		{"1": "hate", "2": "hater of"}			1820; 82	169				
79	(S,A,sA,B,F) Hwbs (B) Hwps (F) HwFes (S,B,F) H$^e^$bs- (S,B) Hobs= (B) Hops= (A,F) Habs= (sA) Hbs= (S,B,F) Hobs+ (Sf,A,F) Habs+ (B) Hops+ (NH) Hobes+ *^<a href=ext codex VII - The Paraphrase of Shem;133;2;8;neuHobes eneuerhu;codex VII - The Paraphrase of Shem;133;2;18;neFHobes pe Hm pmoou">Ext</a>^*"	2	{intr:} cover, be covered /$gk: [[epikaluptein, katakluzein, suskiazein]]$/ | {tr:} /$gk: [[kaluptein, skepazein, kruptein]]$/ | {qual:} /$gk: [[apokrufos]]$/	658b	8	2009-09-14	2011-01-31	vagrant	vagrant	714a-714b,655b,655b,656a,656a,656a,658a,658a,807a		{"1": "cover", "2": "be covered"}			3358 #drv3975; 2407; 2741; 37; 318; 2534; 193; 2293; 1351; 1107; 1164; 2428; 2659; 1360; 1264 #drv5785; 2125; 531	614				
80	(S,sA,F) Gw (S) kw (A,sA) Gou (O) Jou (F) Gwwt (S,A,sA) Geet+ (S,F) Ghht+	2	{intr:} |$ continue, persist /$gk: [[menein, istanai]]$/ |$ desist, stop /$gk: [[istanai, hsuxazein, anienai]]$/	803a	8	2009-09-14	2010-08-15	vagrant	vagrant	823b-824a		{"1": "continue", "2": "persist", "3": "desist", "4": "stop"}								
81	(S,A,sA,B,F,O) moui (S,A) mouei (B) *mwoui	22	lion /$gk: [[lewn]]$/	160b	6	2009-09-14	2010-02-02	vagrant	vagrant	168a,187b		{"1": "lion"}			2718; 1019; 944; 1044		1042; 1043		species	
82	(S,A) bwte (B) boT (B) bet-,bot-,bht+	2	pollute, befoul /$gk: [[bebhloun]]$/ | hate, abominate /$gk: [[bdelussein]]$/	45b	6	2009-09-14	2010-01-25	vagrant	vagrant	25b		{"1": "pollute, befoul", "2": "hate, abominate"}			1820; 78					
83	(S) tontn (A) tantne (sA) tantn (B) qonten (F) $^tanten^$ (S) t$^e^$ntn- (A) tntne- (B) tenqwn- (S,A) tntwn= (B) tenqwn= (S) tntwn+,tntont+ (A,sA) tntant+ (B) tenqwnt+,tenqwn+ (F) tentwn+	2	{tr:} be like, liken to /$gk: [[omoioun, mimesqai]]$/ | | estimate, speculate |$ {intr:} (S) /$gk: [[apaggellein, fantazesqai]]$/ |$ {tr:} (S,B) /$gk: [[eikazein, egkrinein]]$/ | | throw (B) /$gk: [[riptein]]$/	420a	8	2009-09-14	2010-07-28	vagrant	vagrant	62a-62b,62b,62b,447b-448a,448a,448a,458b-459a,459a		{"1": "be like", "2": "liken", "3": "estimate, speculate", "4": "throw"}			125					
84	(S) ouwHe,ouooHe *^once^*,bouHe,ouHe$$ (B) ouoHi,boHi	1	fisher /$gk: [[alieus]]$/	509a	6	2009-09-14	2010-03-04	vagrant	vagrant	261b		{"1": "fisher"}			471; 52		2739		person	
85	(S,sA) nouJe (S,B,F) nouJ (S,B) neJ- (sA) naJ- (S,B) noJ= (Sa,sA,F) naJ= (S,A,sA,B,F) nhJ+	2	{tr:} throw, cast /$gk: [[ballein]]$/ | {qual:} thrown down, lying, reclining | {intr:} (S) [n. ebol], cast forth	247a	8	2009-09-14	2010-06-21	vagrant	vagrant	218a-219a,204b-205a,208a		{"1": "throw, cast", "2": "lying, reclining"}			91; 2319; 2127; 1361; 179; 725; 2058					
86	(S,B,F) abw (A) abou (S) *abooue	4	drag net (for fish or animals) /$gk: [[saghnh]]$/	2a	9	2009-09-14	2010-10-27	vagrant	vagrant	1b		{"1": "drag net"}			903; 2395; 2150				tool	
87	(S,A,sA,F) mouH (B) moH (S,F) meH- (S,A,sA,B) maH- (S,A,B) maH= (S) moH= (F) meH=,me$^H^$= (S,B,F) meH+ (S,A,sA) mhH+	2	{tr:} |$ fill /$gk: [[plhroun]]$/ |$ (qual + nn translates Gk adj) |$ (of payment), in full |$ fulfil, complete |$ (with numerals), amount to, reach |$ pay | {intr:} (S,A,B,F) |$ be full /$gk: [[plhroun]]$/ |$ be paid (S)	208a	8	2009-09-14	2010-06-20	vagrant	vagrant	177b-178b,140b-141a,149a		{"1": "fill", "2": "(of payments) in full", "3": "fulfil, complete", "4": "(with numerals) amount to, reach"}			229		1153; 1154; 1152			
88	(S) noG (A,sA,F) naG (Sa) nak (S) nouGte (B) niST (B,F) noJ (F) not (B) nouJ (S,F) naJ (O) niHth$$	6	great, large /$gk: [[megas]]$/ | (as title), elder, notable /$gk: [[prwtos]]$/	250a	7	2009-09-14	2010-04-08	vagrant	vagrant	209b-210b		{"1": "great", "2": "large", "3": "elder", "4": "notable"}			317; 383	61				
89	(S,A,sA,B,F) swtp (S,B) $^swpt^$,setp- (A) swtp- (sA,F) satp- (S,B) $^sapt-^$,sotp= (A,sA,F) satp= (S,B) $^sapt=^$,sotp+ (A,F) satp+ (B) $^sapt+^$,swtp+	2	{intr:} choose | {tr:}  /$gk: [[eklegein, aireisqai]]$/ | {qual:} |$ chosen, exquisite /$gk: [[eklektos]]$/ |$ choicer, better /$gk: [[kreisswn]]$/	365a	8	2009-09-14	2010-07-19	vagrant	vagrant	418a-418b		{"1": "choose", "2": "chosen, exquisite", "3": "choicer, better"}								
90	(S,sA) Hise (A) Qise (B) Kisi (F) Hisi (S) Hast- *^2d pl^* (S,F) Hast= (S) Host=,Hist= (sA) Hest= (B) Kas= (S) Hose+ (Sa,sA) Hase+ (A) Qase+ (B) Kosi+ (F) Hasi+ (S) ^Hast-	2	{intr:} |$ toil, be troubled, difficult /$gk: [[kopian, spoudazein, ponein]]$/ |$ be wearied, suffering | {tr:} trouble, weary (/*mostly refl*/) |$ (+ advb) | {qual:}	710b	8	2009-09-14	2012-04-01	vagrant	vagrant	636b-639a		{"1": "toil", "2": "be troubled, be wearied, suffering"}			1053		694			
91	(S,A,sA) site (B,F) siT (F) shT (S,B,F) set- (S,B) sat- (S) sit- (F) sht- (S,B) sat= (S,F) set= (S) sit= (S,F) sht+ (B) shT+,saT+	2	{intr:} throw, sow (/*oftener*/ & related meanings) /$gk: [[speirein, ballein]]$/ | {tr:}  /$gk: [[speirein, riptein]]$/	360b	8	2009-09-14	2010-07-16	vagrant	vagrant	370a-371a,371a,350b		{"1": "throw", "2": "sow"}			2358; 85; 2319; 2127; 1361; 179; 725; 2058; 257; 1049		1488; 1492; 1487; 1493; 1495			
92	(S,B) aiai,aai (A) aieue,aeieuie (F) aiei (S,B,O) oi+ (A,O) aei+	2	{intr:} increase (in size), advance (in age) /$gk: [[aujanei, megalunqesqai, probainein, mhkunein, ghraskein]]$/ | {qual:} great, goodly, honoured /$gk: [[endojos]]$/	1b	9	2009-09-14	2010-11-01	vagrant	vagrant	2a,230a		{"1": "increase in size", "2": "advance in age", "3": "great, godly, honored"}			278; 2463	1378				
93	(S) eia (S) eier- (B,F) ier- (S) eiat=,eiaat= (A) eiet= (B) iat= (F) iht= (O) iet=	3	eye (& its sight) |$ (independently) |$ (with various tr vbs, obj suff & farther obj /*mostly dat*/)	73b	6	2009-09-14	2010-06-03	vagrant	vagrant	78b-79a,80b		{"1": "eye", "2": "sight"}			28; 116; 155; 2239; 19 #drv3640; 71 #drv3323; 1349 #drv1643				anatomy	
94	(S) aberhJ	1	(a stone)	2b	9	2009-09-14	2010-10-27	vagrant	vagrant	1a		{"1": "a stone"}							substance	
95	(B) abit	3	Monday ?	2b	9	2009-09-14	2010-10-27	vagrant	vagrant	1b		{"1": "Monday?"}			64				time	
96	(S) abhS	3	(nn or adj, meaning unknown, epithet of certain edibles)	3a	6	2009-09-14	2010-01-22	vagrant	vagrant			{"1": "(meaning unknown, epithet of certain edibles)"}							doubtful	
97	(S) abaGhein,HabaGhein,abiGhein,abakkine,aFeGeene,abiGeeine (B) abaJhini,abaJini,baJini,baJihni,baJhni (F) abiGeni	22	glass /$gk: [[ualos]]$/	3a	9	2009-09-14	2010-10-27	vagrant	vagrant	1a,20a		{"1": "glass"}							substance	
98	(S,sA) aeik (B) aik	1	consecration (of church, altar, house &c ) /$gk: [[egkainismos]]$/	3a	9	2009-09-14	2010-10-27	vagrant	vagrant	2a-2b,1b		{"1": "consecration (of church, altar, house &c)"}			209; 202				concept	
99	(S) akh	3	(meaning unknown)	3b	6	2009-09-14	2010-01-22	vagrant	vagrant			{"1": "meaning unknown"}							doubtful	
100	(S) Ho$^e^$ine,Hoin (A,sA) Haeine (sA) Haine (F) Haini (S,A,sA,F) *^constr^* Hen- (S) Hin- (B) Han-	0	(used as pl of art [ou-], nn as pl) |$ some, certain /$gk: [[tines, alloi, eteroi]]$/ |$ such, of this sort /$gk: [[outoi]]$/	689b	8	2009-09-14	2010-08-12	vagrant	vagrant	650b		{"1": "(used as plural of article ⲟⲩ-)", "2": "some", "3": "certain", "4": "such", "5": "of this sort"}			68 #drv2517; 1553; 1251; 2205					
101	(S,sA,F) Hih (F) Hia (S) *Hiooue,Hihu (Sf,sA) *Hia$^o^$ue (F) *Hiaui,Hiau	4	road, path /$gk: [[odos, tribos]]$/	646a	6	2009-09-14	2010-03-20	vagrant	vagrant	676b-677a		{"1": "road, path"}			1873; 2238; 316; 2066; 2326				construction, earth	
